"FacilityID","FacilityName","Address","City","State","ZIPCode","CountyName","PhoneNumber","Condition","MeasureID","MeasureName","STTag","Score","Sample","Footnote","StartDate","EndDate"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","(559) 228-5338","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","(559) 228-5338","Emergency Department","OP-22","Left before being seen","Percentage","1","14093",NA,"01/01/2021","12/31/2021"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","(559) 228-5338","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","(559) 228-5338","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","93","30",NA,"01/01/2021","12/31/2021"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","(559) 228-5338","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","(559) 228-5338","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","71","52",NA,"07/01/2021","06/30/2022"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","(562) 826-8000","Emergency Department","EDV","Emergency department volume","Text","medium",NA,NA,"01/01/2021","12/31/2021"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","(562) 826-8000","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","91","3379",NA,"04/01/2022","06/30/2022"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","(562) 826-8000","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","81","3471",NA,"10/01/2021","03/31/2022"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","(562) 826-8000","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","138","298",NA,"07/01/2021","06/30/2022"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","(562) 826-8000","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","287","30",NA,"07/01/2021","06/30/2022"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","(562) 826-8000","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","(562) 826-8000","Emergency Department","OP-22","Left before being seen","Percentage","3","25068",NA,"01/01/2021","12/31/2021"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","(562) 826-8000","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","1","07/01/2021","06/30/2022"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","(562) 826-8000","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","100","15",NA,"01/01/2021","12/31/2021"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","(562) 826-8000","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","(562) 826-8000","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","71","52",NA,"07/01/2021","06/30/2022"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","(800) 382-8387","Emergency Department","EDV","Emergency department volume","Text","medium",NA,NA,"01/01/2021","12/31/2021"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","(800) 382-8387","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","87","4244",NA,"04/01/2022","06/30/2022"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","(800) 382-8387","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","82","4443",NA,"10/01/2021","03/31/2022"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","(800) 382-8387","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","(800) 382-8387","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","(800) 382-8387","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","(800) 382-8387","Emergency Department","OP-22","Left before being seen","Percentage","1","23523",NA,"01/01/2021","12/31/2021"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","(800) 382-8387","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","(800) 382-8387","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","97","32",NA,"01/01/2021","12/31/2021"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","(800) 382-8387","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","(800) 382-8387","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","49","53",NA,"07/01/2021","06/30/2022"
"05031F","PALO ALTO VA MEDICAL CENTER","3801 MIRANDA AVENUE","PALO ALTO","CA","94304","SANTA CLARA","(650) 858-3939","Emergency Department","EDV","Emergency department volume","Text","low",NA,NA,"01/01/2021","12/31/2021"
"05031F","PALO ALTO VA MEDICAL CENTER","3801 MIRANDA AVENUE","PALO ALTO","CA","94304","SANTA CLARA","(650) 858-3939","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","91","5452",NA,"04/01/2022","06/30/2022"
"05031F","PALO ALTO VA MEDICAL CENTER","3801 MIRANDA AVENUE","PALO ALTO","CA","94304","SANTA CLARA","(650) 858-3939","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","75","5603",NA,"10/01/2021","03/31/2022"
"05031F","PALO ALTO VA MEDICAL CENTER","3801 MIRANDA AVENUE","PALO ALTO","CA","94304","SANTA CLARA","(650) 858-3939","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","164","186",NA,"07/01/2021","06/30/2022"
"05031F","PALO ALTO VA MEDICAL CENTER","3801 MIRANDA AVENUE","PALO ALTO","CA","94304","SANTA CLARA","(650) 858-3939","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","264","22",NA,"07/01/2021","06/30/2022"
"05031F","PALO ALTO VA MEDICAL CENTER","3801 MIRANDA AVENUE","PALO ALTO","CA","94304","SANTA CLARA","(650) 858-3939","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"05031F","PALO ALTO VA MEDICAL CENTER","3801 MIRANDA AVENUE","PALO ALTO","CA","94304","SANTA CLARA","(650) 858-3939","Emergency Department","OP-22","Left before being seen","Percentage","1","10898",NA,"01/01/2021","12/31/2021"
"05031F","PALO ALTO VA MEDICAL CENTER","3801 MIRANDA AVENUE","PALO ALTO","CA","94304","SANTA CLARA","(650) 858-3939","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","1","07/01/2021","06/30/2022"
"05031F","PALO ALTO VA MEDICAL CENTER","3801 MIRANDA AVENUE","PALO ALTO","CA","94304","SANTA CLARA","(650) 858-3939","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","Not Available","Not Available","1","01/01/2021","12/31/2021"
"05031F","PALO ALTO VA MEDICAL CENTER","3801 MIRANDA AVENUE","PALO ALTO","CA","94304","SANTA CLARA","(650) 858-3939","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"05031F","PALO ALTO VA MEDICAL CENTER","3801 MIRANDA AVENUE","PALO ALTO","CA","94304","SANTA CLARA","(650) 858-3939","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","46","13",NA,"07/01/2021","06/30/2022"
"05114F","VA SAN DIEGO HEALTHCARE SYSTEM","3350 LA JOLLA VILLAGE DRIVE","SAN DIEGO","CA","92161","SAN DIEGO","(858) 552-8585","Emergency Department","EDV","Emergency department volume","Text","medium",NA,NA,"01/01/2021","12/31/2021"
"05114F","VA SAN DIEGO HEALTHCARE SYSTEM","3350 LA JOLLA VILLAGE DRIVE","SAN DIEGO","CA","92161","SAN DIEGO","(858) 552-8585","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","91","3843",NA,"04/01/2022","06/30/2022"
"05114F","VA SAN DIEGO HEALTHCARE SYSTEM","3350 LA JOLLA VILLAGE DRIVE","SAN DIEGO","CA","92161","SAN DIEGO","(858) 552-8585","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","84","3957",NA,"10/01/2021","03/31/2022"
"05114F","VA SAN DIEGO HEALTHCARE SYSTEM","3350 LA JOLLA VILLAGE DRIVE","SAN DIEGO","CA","92161","SAN DIEGO","(858) 552-8585","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","266","123",NA,"07/01/2021","06/30/2022"
"05114F","VA SAN DIEGO HEALTHCARE SYSTEM","3350 LA JOLLA VILLAGE DRIVE","SAN DIEGO","CA","92161","SAN DIEGO","(858) 552-8585","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","229","19",NA,"07/01/2021","06/30/2022"
"05114F","VA SAN DIEGO HEALTHCARE SYSTEM","3350 LA JOLLA VILLAGE DRIVE","SAN DIEGO","CA","92161","SAN DIEGO","(858) 552-8585","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"05114F","VA SAN DIEGO HEALTHCARE SYSTEM","3350 LA JOLLA VILLAGE DRIVE","SAN DIEGO","CA","92161","SAN DIEGO","(858) 552-8585","Emergency Department","OP-22","Left before being seen","Percentage","2","23694",NA,"01/01/2021","12/31/2021"
"05114F","VA SAN DIEGO HEALTHCARE SYSTEM","3350 LA JOLLA VILLAGE DRIVE","SAN DIEGO","CA","92161","SAN DIEGO","(858) 552-8585","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","1","07/01/2021","06/30/2022"
"05114F","VA SAN DIEGO HEALTHCARE SYSTEM","3350 LA JOLLA VILLAGE DRIVE","SAN DIEGO","CA","92161","SAN DIEGO","(858) 552-8585","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","100","38",NA,"01/01/2021","12/31/2021"
"05114F","VA SAN DIEGO HEALTHCARE SYSTEM","3350 LA JOLLA VILLAGE DRIVE","SAN DIEGO","CA","92161","SAN DIEGO","(858) 552-8585","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"05114F","VA SAN DIEGO HEALTHCARE SYSTEM","3350 LA JOLLA VILLAGE DRIVE","SAN DIEGO","CA","92161","SAN DIEGO","(858) 552-8585","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","53","38",NA,"07/01/2021","06/30/2022"
"05127F","LOMA LINDA VA MEDICAL CENTER","11201 BENTON STREET","LOMA LINDA","CA","92357","SAN BERNARDINO","(909) 825-7084","Emergency Department","EDV","Emergency department volume","Text","medium",NA,NA,"01/01/2021","12/31/2021"
"05127F","LOMA LINDA VA MEDICAL CENTER","11201 BENTON STREET","LOMA LINDA","CA","92357","SAN BERNARDINO","(909) 825-7084","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","88","3213",NA,"04/01/2022","06/30/2022"
"05127F","LOMA LINDA VA MEDICAL CENTER","11201 BENTON STREET","LOMA LINDA","CA","92357","SAN BERNARDINO","(909) 825-7084","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","84","3334",NA,"10/01/2021","03/31/2022"
"05127F","LOMA LINDA VA MEDICAL CENTER","11201 BENTON STREET","LOMA LINDA","CA","92357","SAN BERNARDINO","(909) 825-7084","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","225","204",NA,"07/01/2021","06/30/2022"
"05127F","LOMA LINDA VA MEDICAL CENTER","11201 BENTON STREET","LOMA LINDA","CA","92357","SAN BERNARDINO","(909) 825-7084","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","276","14",NA,"07/01/2021","06/30/2022"
"05127F","LOMA LINDA VA MEDICAL CENTER","11201 BENTON STREET","LOMA LINDA","CA","92357","SAN BERNARDINO","(909) 825-7084","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"05127F","LOMA LINDA VA MEDICAL CENTER","11201 BENTON STREET","LOMA LINDA","CA","92357","SAN BERNARDINO","(909) 825-7084","Emergency Department","OP-22","Left before being seen","Percentage","3","25708",NA,"01/01/2021","12/31/2021"
"05127F","LOMA LINDA VA MEDICAL CENTER","11201 BENTON STREET","LOMA LINDA","CA","92357","SAN BERNARDINO","(909) 825-7084","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","1","07/01/2021","06/30/2022"
"05127F","LOMA LINDA VA MEDICAL CENTER","11201 BENTON STREET","LOMA LINDA","CA","92357","SAN BERNARDINO","(909) 825-7084","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","93","14",NA,"01/01/2021","12/31/2021"
"05127F","LOMA LINDA VA MEDICAL CENTER","11201 BENTON STREET","LOMA LINDA","CA","92357","SAN BERNARDINO","(909) 825-7084","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"05127F","LOMA LINDA VA MEDICAL CENTER","11201 BENTON STREET","LOMA LINDA","CA","92357","SAN BERNARDINO","(909) 825-7084","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","28","43",NA,"07/01/2021","06/30/2022"
"05128F","VA GREATER LOS ANGELES HEALTHCARE SYSTEM","11301 WILSHIRE BLVD.","LOS ANGELES","CA","90073","LOS ANGELES","(310) 478-3711","Emergency Department","EDV","Emergency department volume","Text","medium",NA,NA,"01/01/2021","12/31/2021"
"05128F","VA GREATER LOS ANGELES HEALTHCARE SYSTEM","11301 WILSHIRE BLVD.","LOS ANGELES","CA","90073","LOS ANGELES","(310) 478-3711","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","89","5127",NA,"04/01/2022","06/30/2022"
"05128F","VA GREATER LOS ANGELES HEALTHCARE SYSTEM","11301 WILSHIRE BLVD.","LOS ANGELES","CA","90073","LOS ANGELES","(310) 478-3711","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","70","5319",NA,"10/01/2021","03/31/2022"
"05128F","VA GREATER LOS ANGELES HEALTHCARE SYSTEM","11301 WILSHIRE BLVD.","LOS ANGELES","CA","90073","LOS ANGELES","(310) 478-3711","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","203","200",NA,"07/01/2021","06/30/2022"
"05128F","VA GREATER LOS ANGELES HEALTHCARE SYSTEM","11301 WILSHIRE BLVD.","LOS ANGELES","CA","90073","LOS ANGELES","(310) 478-3711","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","313","39",NA,"07/01/2021","06/30/2022"
"05128F","VA GREATER LOS ANGELES HEALTHCARE SYSTEM","11301 WILSHIRE BLVD.","LOS ANGELES","CA","90073","LOS ANGELES","(310) 478-3711","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
