CountyState,FIPSCode,MothersRace,Year,TeenBirths,TeenFemalePopulation,TeenFertilityRate,AveragePrenatalVisits
"St. Tammany Parish, LA",22103,Black or African American,2021,30,1439,20.85,10.8
"St. Tammany Parish, LA",22103,White,2021,66,6737,9.8,10.79
"Tangipahoa Parish, LA",22105,Black or African American,2021,64,1803,35.5,9.31
"Tangipahoa Parish, LA",22105,White,2021,33,2750,12,10.3
"Terrebonne Parish, LA",22109,American Indian or Alaska Native,2021,14,263,53.23,14
"Terrebonne Parish, LA",22109,Black or African American,2021,33,749,44.06,10.45
"Terrebonne Parish, LA",22109,White,2021,65,2189,29.69,11.89
"Unidentified Counties, LA",22999,American Indian or Alaska Native,2021,19,493,38.54,11.68
"Unidentified Counties, LA",22999,Black or African American,2021,605,16209,37.32,10.4
"Unidentified Counties, LA",22999,White,2021,666,27536,24.19,11.22
"Androscoggin County, ME",23001,White,2021,42,2872,14.62,10.12
"Cumberland County, ME",23005,White,2021,23,7430,3.1,9.35
"Kennebec County, ME",23011,White,2021,34,3311,10.27,12.47
"Penobscot County, ME",23019,White,2021,32,4547,7.04,13.44
"York County, ME",23031,White,2021,29,5222,5.55,11.14
"Unidentified Counties, ME",23999,White,2021,111,11141,9.96,12.5
"Anne Arundel County, MD",24003,Black or African American,2021,50,3432,14.57,9.37
"Anne Arundel County, MD",24003,White,2021,77,11466,6.72,10.36
"Baltimore County, MD",24005,Black or African American,2021,135,9573,14.1,9.19
"Baltimore County, MD",24005,White,2021,119,14816,8.03,9.71
"Carroll County, MD",24013,White,2021,26,4794,5.42,8.88
"Cecil County, MD",24015,White,2021,29,2628,11.04,10.07
"Charles County, MD",24017,Black or African American,2021,22,3198,6.88,8.18
"Charles County, MD",24017,White,2021,25,1788,13.98,9.25
"Frederick County, MD",24021,Black or African American,2021,14,1208,11.59,9.29
"Frederick County, MD",24021,White,2021,45,6664,6.75,8.78
"Harford County, MD",24025,Black or African American,2021,22,1462,15.05,10.73
"Harford County, MD",24025,White,2021,37,5426,6.82,11.83
"Howard County, MD",24027,Black or African American,2021,21,2629,7.99,9.74
"Howard County, MD",24027,White,2021,25,5259,4.75,8.45
"Montgomery County, MD",24031,Black or African American,2021,55,7055,7.8,10.23
"Montgomery County, MD",24031,White,2021,154,18368,8.38,8.3
"Prince George's County, MD",24033,Black or African American,2021,164,17473,9.39,9.93
"Prince George's County, MD",24033,White,2021,243,10083,24.1,7.65
"St. Mary's County, MD",24037,Black or African American,2021,16,593,26.98,9.81
"St. Mary's County, MD",24037,White,2021,15,2910,5.15,10.67
"Washington County, MD",24043,Black or African American,2021,16,612,26.14,9.12
"Washington County, MD",24043,White,2021,47,3409,13.79,9.81
"Baltimore city, MD",24510,Black or African American,2021,311,11408,27.26,8.56
"Baltimore city, MD",24510,White,2021,124,4630,26.78,7.91
"Unidentified Counties, MD",24999,Black or African American,2021,70,3540,19.77,11.04
"Unidentified Counties, MD",24999,White,2021,144,13190,10.92,10.78
"Barnstable County, MA",25001,White,2021,13,4446,2.92,10.85
"Berkshire County, MA",25003,White,2021,22,3254,6.76,11.09
"Bristol County, MA",25005,Black or African American,2021,43,1512,28.44,10.05
"Bristol County, MA",25005,White,2021,92,14979,6.14,10.85
"Essex County, MA",25009,Black or African American,2021,41,2195,18.68,9.78
"Essex County, MA",25009,White,2021,168,21067,7.97,9.01
"Hampden County, MA",25013,Black or African American,2021,46,2133,21.57,10.45
"Hampden County, MA",25013,White,2021,150,12043,12.46,9.66
"Hampshire County, MA",25015,White,2021,12,8130,1.48,8.92
"Middlesex County, MA",25017,Asian,2021,17,6839,2.49,10.94
"Middlesex County, MA",25017,Black or African American,2021,32,3605,8.88,8.83
"Middlesex County, MA",25017,White,2021,122,37277,3.27,8.93
"Norfolk County, MA",25021,Black or African American,2021,13,2264,5.74,10.08
"Norfolk County, MA",25021,White,2021,26,16822,1.55,10.31
"Plymouth County, MA",25023,Black or African American,2021,49,2391,20.49,9.74
"Plymouth County, MA",25023,White,2021,41,13301,3.08,10.32
"Suffolk County, MA",25025,Black or African American,2021,65,6463,10.06,9.75
"Suffolk County, MA",25025,White,2021,92,17087,5.38,9.57
"Worcester County, MA",25027,Black or African American,2021,34,2132,15.95,8.06
"Worcester County, MA",25027,White,2021,150,23195,6.47,10.39
"Unidentified Counties, MA",25999,White,2021,16,2244,7.13,10
"Allegan County, MI",26005,White,2021,34,3535,9.62,11
"Bay County, MI",26017,White,2021,27,2616,10.32,12.96
"Berrien County, MI",26021,Black or African American,2021,44,848,51.89,8.43
"Berrien County, MI",26021,White,2021,34,3362,10.11,10.03
"Calhoun County, MI",26025,Black or African American,2021,11,494,22.27,9.55
"Calhoun County, MI",26025,White,2021,62,3206,19.34,8.03
"Eaton County, MI",26045,White,2021,31,2639,11.75,13.45
"Genesee County, MI",26049,Black or African American,2021,114,2974,38.33,10.79
"Genesee County, MI",26049,White,2021,112,8489,13.19,10.75
"Ingham County, MI",26065,Black or African American,2021,48,1707,28.12,9.65
"Ingham County, MI",26065,White,2021,58,9030,6.42,11.41
"Jackson County, MI",26075,Black or African American,2021,24,411,58.39,9.12
"Jackson County, MI",26075,White,2021,62,3915,15.84,8.68
"Kalamazoo County, MI",26077,Black or African American,2021,39,1276,30.56,8.87
"Kalamazoo County, MI",26077,White,2021,60,6861,8.75,10.41
"Kent County, MI",26081,Black or African American,2021,91,2742,33.19,15.13
"Kent County, MI",26081,White,2021,182,16028,11.36,14.65
"Livingston County, MI",26093,White,2021,17,5458,3.11,10.53
"Macomb County, MI",26099,Black or African American,2021,97,3991,24.3,9.56
"Macomb County, MI",26099,White,2021,88,18064,4.87,10.47
"Monroe County, MI",26115,White,2021,31,4221,7.34,11.48
"Muskegon County, MI",26121,Black or African American,2021,42,829,50.66,8.6
"Muskegon County, MI",26121,White,2021,65,3984,16.32,10.09
"Oakland County, MI",26125,Black or African American,2021,90,5592,16.09,10.77
"Oakland County, MI",26125,White,2021,110,26226,4.19,12.07
"Ottawa County, MI",26139,White,2021,56,11514,4.86,12.02
"Saginaw County, MI",26145,Black or African American,2021,50,1417,35.29,9.82
"Saginaw County, MI",26145,White,2021,58,4372,13.27,10.53
"St. Clair County, MI",26147,White,2021,42,4242,9.9,11.02
"Washtenaw County, MI",26161,Black or African American,2021,27,2015,13.4,10.85
"Washtenaw County, MI",26161,White,2021,29,11786,2.46,9.17
"Wayne County, MI",26163,Black or African American,2021,658,21930,30,8.96
"Wayne County, MI",26163,White,2021,289,28129,10.27,9.76
"Unidentified Counties, MI",26999,American Indian or Alaska Native,2021,19,1223,15.54,11.63
"Unidentified Counties, MI",26999,Black or African American,2021,21,1255,16.73,10.3
"Unidentified Counties, MI",26999,White,2021,810,59768,13.55,11.12
"Anoka County, MN",27003,Black or African American,2021,14,1391,10.06,8.36
"Anoka County, MN",27003,White,2021,39,8557,4.56,9.64
"Dakota County, MN",27037,Black or African American,2021,18,1429,12.6,9.61
"Dakota County, MN",27037,White,2021,55,10487,5.24,10.81
"Hennepin County, MN",27053,American Indian or Alaska Native,2021,14,626,22.36,7.79
"Hennepin County, MN",27053,Asian,2021,14,3009,4.65,9.43
"Hennepin County, MN",27053,Black or African American,2021,148,7262,20.38,8.48
"Hennepin County, MN",27053,White,2021,101,23631,4.27,9.87
"Olmsted County, MN",27109,Black or African American,2021,10,669,14.95,10.6
"Olmsted County, MN",27109,White,2021,24,3708,6.47,9.87
"Ramsey County, MN",27123,Asian,2021,46,3388,13.58,9.42
"Ramsey County, MN",27123,Black or African American,2021,71,2964,23.95,8.84
"Ramsey County, MN",27123,White,2021,59,9967,5.92,10.15
"St. Louis County, MN",27137,Black or African American,2021,13,145,89.66,8.69
"St. Louis County, MN",27137,White,2021,43,6105,7.04,11.09
"Scott County, MN",27139,White,2021,13,4373,2.97,10.31
"Stearns County, MN",27145,Black or African American,2021,14,717,19.53,9.93
"Stearns County, MN",27145,White,2021,30,5274,5.69,11.97
"Washington County, MN",27163,White,2021,25,6985,3.58,11.58
"Wright County, MN",27171,White,2021,19,4657,4.08,11.63
"Unidentified Counties, MN",27999,American Indian or Alaska Native,2021,72,1895,37.99,8.92
"Unidentified Counties, MN",27999,Asian,2021,11,1458,7.54,9.45
"Unidentified Counties, MN",27999,Black or African American,2021,27,1887,14.31,10.27
"Unidentified Counties, MN",27999,White,2021,512,57862,8.85,10.82
"DeSoto County, MS",28033,Black or African American,2021,75,2643,28.38,8.79
"DeSoto County, MS",28033,White,2021,42,3799,11.06,9.39
"Harrison County, MS",28047,Black or African American,2021,65,2115,30.73,9.78
"Harrison County, MS",28047,White,2021,79,3857,20.48,10.28
"Hinds County, MS",28049,Black or African American,2021,198,6475,30.58,11.06
"Hinds County, MS",28049,White,2021,26,1641,15.84,10.85
"Jackson County, MS",28059,Black or African American,2021,36,1110,32.43,10.53
"Jackson County, MS",28059,White,2021,72,3159,22.79,10.21
"Rankin County, MS",28121,Black or African American,2021,29,1286,22.55,9.31
"Rankin County, MS",28121,White,2021,45,3316,13.57,11.29
"Unidentified Counties, MS",28999,American Indian or Alaska Native,2021,30,700,42.86,9.57
"Unidentified Counties, MS",28999,Black or African American,2021,1000,29118,34.34,10.47
"Unidentified Counties, MS",28999,White,2021,860,36633,23.48,11.03
"Boone County, MO",29019,Black or African American,2021,13,816,15.93,7.83
"Boone County, MO",29019,White,2021,35,6527,5.36,8.97
"Clay County, MO",29047,Black or African American,2021,13,718,18.11,9.82
"Clay County, MO",29047,White,2021,70,6418,10.91,10.17
"Franklin County, MO",29071,White,2021,46,2920,15.75,11.17
"Greene County, MO",29077,Black or African American,2021,11,446,24.66,10
"Greene County, MO",29077,White,2021,148,8889,16.65,9.78
"Jackson County, MO",29095,Black or African American,2021,156,5868,26.58,8.3
"Jackson County, MO",29095,White,2021,219,13873,15.79,9.87
"Jasper County, MO",29097,White,2021,93,3608,25.78,10.54
"Jefferson County, MO",29099,White,2021,74,6353,11.65,10.07
"St. Charles County, MO",29183,Black or African American,2021,10,868,11.52,9.25
"St. Charles County, MO",29183,White,2021,51,11179,4.56,10.67
"St. Louis County, MO",29189,Black or African American,2021,233,9021,25.83,9.46
"St. Louis County, MO",29189,White,2021,73,18535,3.94,9.14
"St. Louis city, MO",29510,Black or African American,2021,162,4130,39.23,8.62
"St. Louis city, MO",29510,White,2021,31,2569,12.07,5.86
"Unidentified Counties, MO",29999,American Indian or Alaska Native,2021,10,558,17.92,10.1
"Unidentified Counties, MO",29999,Black or African American,2021,110,3839,28.65,9.52
"Unidentified Counties, MO",29999,White,2021,1550,72315,21.43,10.34
"Missoula County, MT",30063,White,2021,22,3276,6.72,12.5
"Yellowstone County, MT",30111,American Indian or Alaska Native,2021,18,383,47,8.83
"Yellowstone County, MT",30111,White,2021,37,4406,8.4,9.46
"Unidentified Counties, MT",30999,American Indian or Alaska Native,2021,118,2726,43.29,7.92
"Unidentified Counties, MT",30999,White,2021,214,19303,11.09,10.67
"Douglas County, NE",31055,Black or African American,2021,96,2640,36.36,9.27
"Douglas County, NE",31055,White,2021,160,14772,10.83,9.7
"Lancaster County, NE",31109,Black or African American,2021,15,634,23.66,9.8
"Lancaster County, NE",31109,White,2021,100,10386,9.63,11.78
"Sarpy County, NE",31153,White,2021,36,5642,6.38,10.2
"Unidentified Counties, NE",31999,American Indian or Alaska Native,2021,39,756,51.59,8.49
"Unidentified Counties, NE",31999,White,2021,390,26512,14.71,10.17
"Clark County, NV",32003,Asian,2021,19,5711,3.33,12.16
"Clark County, NV",32003,Black or African American,2021,258,10023,25.74,10.37
"Clark County, NV",32003,White,2021,649,45256,14.34,10.07
"Washoe County, NV",32031,American Indian or Alaska Native,2021,10,380,26.32,7
"Washoe County, NV",32031,Black or African American,2021,10,461,21.69,6.5
"Washoe County, NV",32031,White,2021,162,11520,14.06,8.8
"Unidentified Counties, NV",32999,White,2021,144,8072,17.84,9.18
"Hillsborough County, NH",33011,White,2021,74,10626,6.96,10
"Merrimack County, NH",33013,White,2021,26,4388,5.93,12.65
"Rockingham County, NH",33015,White,2021,20,8005,2.5,10.5
"Strafford County, NH",33017,White,2021,21,5052,4.16,10.29
"Unidentified Counties, NH",33999,White,2021,68,9741,6.98,11.53
"Atlantic County, NJ",34001,Black or African American,2021,38,1649,23.04,9.38
"Atlantic County, NJ",34001,White,2021,47,5532,8.5,9.4
"Bergen County, NJ",34003,Black or African American,2021,10,2298,4.35,9.22
"Bergen County, NJ",34003,White,2021,66,20954,3.15,9.35
"Burlington County, NJ",34005,Black or African American,2021,39,2634,14.81,10.26
"Burlington County, NJ",34005,White,2021,42,9049,4.64,11.22
"Camden County, NJ",34007,Black or African American,2021,102,3894,26.19,7.78
"Camden County, NJ",34007,White,2021,107,9773,10.95,8.98
"Cumberland County, NJ",34011,Black or African American,2021,27,1134,23.81,8.08
"Cumberland County, NJ",34011,White,2021,68,3346,20.32,8.93
"Essex County, NJ",34013,Black or African American,2021,175,11362,15.4,7.84
"Essex County, NJ",34013,White,2021,145,12437,11.66,7.15
"Gloucester County, NJ",34015,Black or African American,2021,21,1253,16.76,7.19
"Gloucester County, NJ",34015,White,2021,30,7450,4.03,9.6
"Hudson County, NJ",34017,Black or African American,2021,52,3192,16.29,8.25
"Hudson County, NJ",34017,White,2021,99,10891,9.09,8.69
"Hunterdon County, NJ",34019,White,2021,11,3407,3.23,10.18
"Mercer County, NJ",34021,Black or African American,2021,81,2878,28.14,8.66
"Mercer County, NJ",34021,White,2021,112,8617,13,9.13
"Middlesex County, NJ",34023,Black or African American,2021,45,3798,11.85,8.93
"Middlesex County, NJ",34023,White,2021,118,15995,7.38,9.01
"Monmouth County, NJ",34025,Black or African American,2021,21,1563,13.44,9.62
"Monmouth County, NJ",34025,White,2021,59,16879,3.5,8.75
"Morris County, NJ",34027,White,2021,39,13154,2.96,8.51
"Ocean County, NJ",34029,White,2021,84,16928,4.96,9.69
"Passaic County, NJ",34031,Black or African American,2021,62,2518,24.62,10.05
"Passaic County, NJ",34031,White,2021,153,13045,11.73,8.97
"Somerset County, NJ",34035,Black or African American,2021,13,1234,10.53,6.92
"Somerset County, NJ",34035,White,2021,33,6812,4.84,7.7
"Union County, NJ",34039,Black or African American,2021,42,4361,9.63,7.36
"Union County, NJ",34039,White,2021,128,11704,10.94,7.64
"Warren County, NJ",34041,White,2021,15,2792,5.37,9.93
"Unidentified Counties, NJ",34999,Black or African American,2021,15,463,32.4,8.67
"Unidentified Counties, NJ",34999,White,2021,33,3355,9.84,9.03
"Bernalillo County, NM",35001,American Indian or Alaska Native,2021,32,1584,20.2,7.93
"Bernalillo County, NM",35001,Black or African American,2021,14,947,14.78,7.07
"Bernalillo County, NM",35001,White,2021,232,16868,13.75,8.86
"Dona Ana County, NM",35013,White,2021,197,8069,24.41,9.03
"Sandoval County, NM",35043,American Indian or Alaska Native,2021,14,834,16.79,7.77
"Sandoval County, NM",35043,White,2021,19,3533,5.38,9.88
"San Juan County, NM",35045,American Indian or Alaska Native,2021,48,2103,22.82,8.79
"San Juan County, NM",35045,White,2021,43,2098,20.5,8.16
"Santa Fe County, NM",35049,White,2021,54,3718,14.52,11.15
"Unidentified Counties, NM",35999,American Indian or Alaska Native,2021,67,4069,16.47,8.64
"Unidentified Counties, NM",35999,Black or African American,2021,23,705,32.62,10.96
"Unidentified Counties, NM",35999,White,2021,535,19973,26.79,9.51
"Albany County, NY",36001,Black or African American,2021,36,2063,17.45,9.39
"Albany County, NY",36001,White,2021,27,7902,3.42,10.89
"Bronx County, NY",36005,Asian,2021,14,1930,7.25,7.77
"Bronx County, NY",36005,Black or African American,2021,378,19897,19,8.1
"Bronx County, NY",36005,White,2021,292,20716,14.1,8.7
"Broome County, NY",36007,Black or African American,2021,11,667,16.49,9.45
"Broome County, NY",36007,White,2021,59,5484,10.76,11.12
"Chautauqua County, NY",36013,White,2021,78,3850,20.26,9.95
"Dutchess County, NY",36027,Black or African American,2021,13,1272,10.22,9.33
"Dutchess County, NY",36027,White,2021,30,7912,3.79,8.48
"Erie County, NY",36029,Black or African American,2021,162,4896,33.09,9.78
"Erie County, NY",36029,White,2021,89,20543,4.33,10.57
"Jefferson County, NY",36045,White,2021,70,2658,26.34,10.44
"Kings County, NY",36047,Asian,2021,17,7723,2.2,8.53
"Kings County, NY",36047,Black or African American,2021,297,24972,11.89,8.85
"Kings County, NY",36047,White,2021,315,34327,9.18,9.72
"Monroe County, NY",36055,Black or African American,2021,130,4766,27.28,8.56
"Monroe County, NY",36055,White,2021,123,17277,7.12,9.75
"Nassau County, NY",36059,Asian,2021,12,4967,2.42,12.67
"Nassau County, NY",36059,Black or African American,2021,45,5818,7.73,11.52
"Nassau County, NY",36059,White,2021,157,30079,5.22,11.42
